gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
3384870287,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/96164673,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps gracilioides,,SPECIES,"Ophiocordyceps gracilioides (Kobayasi) G.H.Sung, J.M.Sung, Hywel-Jones & Spatafora",Ophiocordyceps gracilioides,,MX,,Morelos,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,18.982592,-99.036347,809,,,,,,20/09/2021 15:30,20,9,2021,3450962,3450962,HUMAN_OBSERVATION,iNaturalist,Observations,96164673,,William C. Beckerson,27/09/2021 23:56,CC_BY_NC_4_0,flops,flops,,,05/11/2021 19:16,StillImage,COORDINATE_ROUNDED
3384787581,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/96486635,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps militaris,,SPECIES,Cordyceps militaris (L.) Fr.,Cordyceps militaris,,MX,,Morelos,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,18.999349,-99.101102,324,,,,,,27/09/2021 17:42,27,9,2021,7567077,7567077,HUMAN_OBSERVATION,iNaturalist,Observations,96486635,,flops,28/09/2021 16:15,CC_BY_NC_4_0,flops,flops,,,05/11/2021 19:17,StillImage,COORDINATE_ROUNDED
3384001242,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/96116758,Fungi,Entomophthoromycota,Entomophthoromycetes,Entomophthorales,Entomophthoraceae,Entomophthora,Entomophthora muscae,,SPECIES,Entomophthora muscae (Cohn) Fresen.,Entomophthora muscae,,MX,,Jalisco,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,21.838516,-101.817209,896,,,,,,06/07/2021 02:03,6,7,2021,5250887,5250887,HUMAN_OBSERVATION,iNaturalist,Observations,96116758,,Kevin Meza,25/09/2021 18:23,CC_BY_NC_4_0,Kevin Meza,Kevin Meza,,,05/11/2021 19:17,StillImage,COORDINATE_ROUNDED
3351840904,d8cd16ba-bb74-4420-821e-083f2bac17c2,MT102450,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Simplicillium,Simplicillium lanosoniveum,,SPECIES,Simplicillium lanosoniveum (J.F.H.Beyma) Zare & W.Gams,Simplicillium lanosoniveum,,MX,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,24/11/2014 00:00,24,11,2014,3452049,3452049,PRESERVED_SPECIMEN,,,CERI-542,,,,CC_BY_4_0,,,,,23/09/2021 09:12,,
3351597890,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH203489,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,"Minatitlan, Colima",,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/2014 00:00,1,1,2014,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:12,,
3351577792,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH203488,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,"Comala, Colima",,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/2014 00:00,1,1,2014,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:12,,
3351560666,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH203449,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,"Comala, Colima",,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/2014 00:00,1,1,2014,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:12,,
3351202056,d8cd16ba-bb74-4420-821e-083f2bac17c2,MF187104,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,20.82,-102.589996,,,,,,,10/09/2016 00:00,10,9,2016,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,M. Escobedo,,,23/09/2021 09:12,,GEODETIC_DATUM_ASSUMED_WGS84
3351043455,d8cd16ba-bb74-4420-821e-083f2bac17c2,KR998515,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,Sinaloa,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,26.67,-108.379997,,,352,0,,,01/01/2011 00:00,1,1,2011,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Arely Archuleta-Torres,,,23/09/2021 09:11,,GEODETIC_DATUM_ASSUMED_WGS84
3350949659,d8cd16ba-bb74-4420-821e-083f2bac17c2,KR998510,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,Sinaloa,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,26.549999,-108.440002,,,165,0,,,01/01/2011 00:00,1,1,2011,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Arely Archuleta-Torres,,,23/09/2021 09:11,,GEODETIC_DATUM_ASSUMED_WGS84
3350930448,d8cd16ba-bb74-4420-821e-083f2bac17c2,KR998511,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,Sinaloa,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,26.549999,-108.440002,,,165,0,,,01/01/2011 00:00,1,1,2011,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Arely Archuleta-Torres,,,23/09/2021 09:12,,GEODETIC_DATUM_ASSUMED_WGS84
3350901647,d8cd16ba-bb74-4420-821e-083f2bac17c2,KR998514,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,Sinaloa,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,26.67,-108.379997,,,352,0,,,01/01/2011 00:00,1,1,2011,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Arely Archuleta-Torres,,,23/09/2021 09:12,,GEODETIC_DATUM_ASSUMED_WGS84
3350887551,d8cd16ba-bb74-4420-821e-083f2bac17c2,KR998513,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,Sinaloa,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,25.889999,-107.980003,,,115,0,,,01/01/2011 00:00,1,1,2011,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Arely Archuleta-Torres,,,23/09/2021 09:12,,GEODETIC_DATUM_ASSUMED_WGS84
3350873898,d8cd16ba-bb74-4420-821e-083f2bac17c2,KR998512,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,Sinaloa,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,25.809999,-107.919998,,,192,0,,,01/01/2011 00:00,1,1,2011,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Arely Archuleta-Torres,,,23/09/2021 09:12,,GEODETIC_DATUM_ASSUMED_WGS84
3350863714,d8cd16ba-bb74-4420-821e-083f2bac17c2,KR998522,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,,SPECIES,Metarhizium anisopliae (Metschn.) Sorokīn,Metarhizium anisopliae,,MX,Sinaloa,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,25.77,-108.260002,,,55,0,,,01/01/2011 00:00,1,1,2011,2562645,2562645,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Arely Archuleta-Torres,,,23/09/2021 09:12,,GEODETIC_DATUM_ASSUMED_WGS84
3350830652,d8cd16ba-bb74-4420-821e-083f2bac17c2,KR998521,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,Sinaloa,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,25.889999,-107.980003,,,115,0,,,01/01/2011 00:00,1,1,2011,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Arely Archuleta-Torres,,,23/09/2021 09:12,,GEODETIC_DATUM_ASSUMED_WGS84
3350822603,d8cd16ba-bb74-4420-821e-083f2bac17c2,KR998520,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,Sinaloa,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,25.51,-108.440002,,,20,0,,,01/01/2011 00:00,1,1,2011,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Arely Archuleta-Torres,,,23/09/2021 09:12,,GEODETIC_DATUM_ASSUMED_WGS84
3350809583,d8cd16ba-bb74-4420-821e-083f2bac17c2,KR998524,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,,SPECIES,Metarhizium anisopliae (Metschn.) Sorokīn,Metarhizium anisopliae,,MX,Sinaloa,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,25.49,-108.459999,,,9,0,,,01/01/2011 00:00,1,1,2011,2562645,2562645,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Arely Archuleta-Torres,,,23/09/2021 09:12,,GEODETIC_DATUM_ASSUMED_WGS84
3350785671,d8cd16ba-bb74-4420-821e-083f2bac17c2,KR998523,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,,SPECIES,Metarhizium anisopliae (Metschn.) Sorokīn,Metarhizium anisopliae,,MX,Sinaloa,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,25.77,-108.260002,,,55,0,,,01/01/2011 00:00,1,1,2011,2562645,2562645,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Arely Archuleta-Torres,,,23/09/2021 09:12,,GEODETIC_DATUM_ASSUMED_WGS84
3349461694,d8cd16ba-bb74-4420-821e-083f2bac17c2,MT102449,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Simplicillium,Simplicillium lanosoniveum,,SPECIES,Simplicillium lanosoniveum (J.F.H.Beyma) Zare & W.Gams,Simplicillium lanosoniveum,,MX,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,24/11/2014 00:00,24,11,2014,3452049,3452049,PRESERVED_SPECIMEN,,,CERI-530,,,,CC_BY_4_0,,,,,23/09/2021 09:12,,
3349150928,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MT131818,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Simplicillium,Simplicillium lanosoniveum,,SPECIES,Simplicillium lanosoniveum (J.F.H.Beyma) Zare & W.Gams,Simplicillium lanosoniveum,,MX,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,24/11/2014 00:00,24,11,2014,3452049,3452049,PRESERVED_SPECIMEN,,,CERI-542,,,,CC_BY_4_0,,M.Martinez-Bolanos,,,23/09/2021 09:51,,
3349149725,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH203450,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,"Minatitlan, Colima",,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/2014 00:00,1,1,2014,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:12,,
3349130011,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MT131817,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Simplicillium,Simplicillium lanosoniveum,,SPECIES,Simplicillium lanosoniveum (J.F.H.Beyma) Zare & W.Gams,Simplicillium lanosoniveum,,MX,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,24/11/2014 00:00,24,11,2014,3452049,3452049,PRESERVED_SPECIMEN,,,CERI-530,,,,CC_BY_4_0,,M.Martinez-Bolanos,,,23/09/2021 09:51,,
3349097725,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH203451,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,"Minatitlan, Colima",,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/2014 00:00,1,1,2014,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:12,,
3349038658,d8cd16ba-bb74-4420-821e-083f2bac17c2,MH203490,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,"Minatitlan, Colima",,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/2014 00:00,1,1,2014,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:12,,
3349025024,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MN658455,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,Aguascalientes,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,22/11/2015 00:00,22,11,2015,2560612,2560612,MATERIAL_SAMPLE,,,,,Adriana R. Gijon-Hernandez,,CC_BY_4_0,,Adriana R. Gijon-Hernandez,,,23/09/2021 09:51,,
3349013233,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MN944728,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,,SPECIES,Metarhizium anisopliae (Metschn.) Sorokīn,Metarhizium anisopliae,,MX,,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,18.379999,-91.470001,,,,,,,16/07/2018 00:00,16,7,2018,2562645,2562645,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Miguel Angel Ramirez-Elias,,,23/09/2021 09:51,,GEODETIC_DATUM_ASSUMED_WGS84
3348982173,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MN658456,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria sulfurescens (J.F.H.Beyma) J.J.Taylor,Beauveria sulfurescens,,MX,Chiapas,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,17/08/2017 00:00,17,8,2017,2560621,2560612,MATERIAL_SAMPLE,,,,,Adriana R. Gijon-Hernandez,,CC_BY_4_0,,Adriana R. Gijon-Hernandez,,,23/09/2021 09:51,,
3348954372,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MK188673,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,,SPECIES,Metarhizium anisopliae (Metschn.) Sorokīn,Metarhizium anisopliae,,MX,"Cuauhtemoc, Colima",,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/1988 00:00,1,1,1988,2562645,2562645,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:51,,
3348928354,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MK188674,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,,SPECIES,Metarhizium anisopliae (Metschn.) Sorokīn,Metarhizium anisopliae,,MX,"Cuauhtemoc, Colima",,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/2002 00:00,1,1,2002,2562645,2562645,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:51,,
3348928352,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MK188638,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,,SPECIES,Metarhizium guizhouense Q.T.Chen & H.L.Guo,Metarhizium guizhouense,,MX,Colima,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/1987 00:00,1,1,1987,2562652,2562645,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:51,,
3348900619,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MK188669,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,,SPECIES,Metarhizium anisopliae (Metschn.) Sorokīn,Metarhizium anisopliae,,MX,"Cuauhtemoc, Colima",,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/1987 00:00,1,1,1987,2562645,2562645,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:50,,
3348876445,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MK188671,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,,SPECIES,Metarhizium anisopliae (Metschn.) Sorokīn,Metarhizium anisopliae,,MX,Colima,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/1992 00:00,1,1,1992,2562645,2562645,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:51,,
3348874580,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MK188670,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,,SPECIES,Metarhizium anisopliae (Metschn.) Sorokīn,Metarhizium anisopliae,,MX,Colima,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/1989 00:00,1,1,1989,2562645,2562645,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:51,,
3348862382,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MK188667,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,,SPECIES,Metarhizium pinghaense Q.T.Chen & H.L.Guo,Metarhizium pinghaense,,MX,"Comala, Colima",,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/2015 00:00,1,1,2015,3449762,2562645,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:50,,
3348862380,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MK188630,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,,SPECIES,Metarhizium anisopliae (Metschn.) Sorokīn,Metarhizium anisopliae,,MX,"Minatitlan, Colima",,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/2014 00:00,1,1,2014,2562645,2562645,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:50,,
3348857389,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MK188672,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,,SPECIES,Metarhizium anisopliae (Metschn.) Sorokīn,Metarhizium anisopliae,,MX,Colima,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/1992 00:00,1,1,1992,2562645,2562645,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:51,,
3348833761,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MK761182,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,Chihuahua,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/10/2018 00:00,1,10,2018,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:50,,
3348828523,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MK188668,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,,SPECIES,Metarhizium pinghaense Q.T.Chen & H.L.Guo,Metarhizium pinghaense,,MX,"Comala, Colima",,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/2015 00:00,1,1,2015,3449762,2562645,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:50,,
3348827005,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MH203492,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,"Comala, Colima",,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/2014 00:00,1,1,2014,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:51,,
3348827003,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MH203456,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,Colima,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/1988 00:00,1,1,1988,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:51,,
3348827002,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MH203438,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,"Tecoman, Colima",,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/1988 00:00,1,1,1988,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:51,,
3348801013,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MH203493,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,"Comala, Colima",,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/2015 00:00,1,1,2015,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:51,,
3348801012,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MH203475,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,Colima,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/1988 00:00,1,1,1988,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:51,,
3348801011,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MH203457,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,Colima,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/1988 00:00,1,1,1988,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:51,,
3348801010,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MH203439,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,"Tecoman, Colima",,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/1988 00:00,1,1,1988,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:51,,
3348801009,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MH203420,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,Colima,,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/1988 00:00,1,1,1988,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:51,,
3348796143,393b8c26-e4e0-4dd0-a218-93fc074ebf4e,MH203470,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,,SPECIES,Beauveria bassiana (Bals.-Criv.) Vuill.,Beauveria bassiana,,MX,"Cuauhtemoc, Colima",,PRESENT,,ada9d123-ddb4-467d-8891-806ea8d94230,,,,,,,,,01/01/2012 00:00,1,1,2012,2560612,2560612,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,23/09/2021 09:50,,
